schema_name,table_name,ordinal_position,column_name,data_type,character_maximum_length,numeric_precision,numeric_scale,is_nullable,distkey,sortkey,encoding
dmart_mh,claim_paid_t,48,transaction_amount,numeric,,18,0,YES,,,
dmart_mh,claim_paid_t,49,cpd_approved_date,timestamp without time zone,,,,YES,,,
dmart_mh,claim_paid_t,50,cpd_approved_amount,numeric,,15,2,YES,,,
dmart_mh,claim_paid_t,51,cpd_user,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,52,aco_approved_date,timestamp without time zone,,,,YES,,,
dmart_mh,claim_paid_t,53,aco_approved_amount,numeric,,15,2,YES,,,
dmart_mh,claim_paid_t,54,aco_user,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,55,sha_approved_date,timestamp without time zone,,,,YES,,,
dmart_mh,claim_paid_t,56,sha_approved_amount,numeric,,15,2,YES,,,
dmart_mh,claim_paid_t,57,sha_user,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,58,json_object_perauth,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,59,json_object_claim,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,60,json_object_ben,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,61,last_insert_dt,timestamp without time zone,,,,YES,,,
dmart_mh,claim_paid_t,62,src_account_no,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,63,src_ifsc_code,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,64,paid_flag,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,65,hosp_account_number,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,66,ben_ifsc_code,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,67,current_workflow_role,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,68,current_workflow_user,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,69,service_request_type,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,70,m_flag,integer,,32,0,YES,,,
dmart_mh,claim_paid_t,71,careplan_desc,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,72,discharge_type,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,73,admission_type,character varying,65535,,,YES,,,
dmart_mh,claim_paid_t,74,claim_approved_date,timestamp without time zone,,,,YES,,,
dmart_mh,claim_paid_t,75,preauth_tat,bigint,,64,0,YES,,,
dmart_mh,claim_paid_t,76,claim_tat,bigint,,64,0,YES,,,
dmart_mh,claim_paid_t,77,payment_tat,bigint,,64,0,YES,,,
dmart_mh,claim_paid_t,78,patient_mobile_number,character varying,50,,,YES,,,
dmart_mp,already_printed_card_no_290626,1,card_no,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,1,id_pk,bigint,,64,0,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,2,card_no,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,3,source_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,4,kyc_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,5,source_gender,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,6,kyc_gender,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,7,source_dob,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,8,kyc_dob,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,9,family_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,10,member_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,11,source_type,character varying,40,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,12,father_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,13,state_cd,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,14,state_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,15,dist_cd,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,16,dist_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,17,block_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,18,block_name,character varying,48,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,19,village_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,20,village_name,character varying,48,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,21,pincode,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,22,rural_urban_flag,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,23,abha_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,24,ben_ref_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,25,created_by,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,26,created_dt,timestamp without time zone,,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,27,approve_date,timestamp without time zone,,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,28,card_status,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,29,address,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_01aug2025,30,photo,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,1,id_pk,bigint,,64,0,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,2,card_no,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,3,source_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,4,kyc_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,5,source_gender,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,6,kyc_gender,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,7,source_dob,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,8,kyc_dob,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,9,family_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,10,member_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,11,source_type,character varying,40,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,12,father_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,13,state_cd,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,14,state_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,15,dist_cd,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,16,dist_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,17,block_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,18,block_name,character varying,48,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,19,village_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,20,village_name,character varying,1020,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,21,pincode,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,22,rural_urban_flag,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,23,abha_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,24,ben_ref_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,25,created_by,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,26,created_dt,timestamp without time zone,,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,27,approve_date,timestamp without time zone,,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,28,card_status,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,29,address,character varying,65535,,,YES,,,
dmart_mp,card_print_data_madhya_pradesh_vvs_29may2025_f,30,photo,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,1,id_pk,bigint,,64,0,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,2,card_no,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,3,source_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,4,kyc_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,5,source_gender,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,6,kyc_gender,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,7,source_dob,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,8,kyc_dob,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,9,family_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,10,member_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,11,source_type,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,12,ben_mobile_no,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,13,father_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,14,state_cd,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,15,state_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,16,dist_cd,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,17,dist_name,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,18,block_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,19,block_name,character varying,96,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,20,village_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,21,village_name,character varying,96,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,22,pincode,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,23,rural_urban_flag,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,24,abha_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,25,ben_ref_id,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,26,created_by,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,27,created_dt,timestamp without time zone,,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,28,approve_date,timestamp without time zone,,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,29,card_status,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,30,address,character varying,65535,,,YES,,,
dmart_mp,card_print_data_temp_t_bis_ekyc_dtl_mp_20260703_with_village_name,31,photo,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,1,registration_id,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,2,case_id,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,3,member_id,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,4,family_id,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,5,patient_name,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,6,patient_dob,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,7,patient_state_code,smallint,,16,0,YES,,,
dmart_mp,claim_paid_t,8,patient_district_code,smallint,,16,0,YES,,,
dmart_mp,claim_paid_t,9,patient_district_name,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,10,patient_state_name,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,11,gender,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,12,age,numeric,,18,0,YES,,,
dmart_mp,claim_paid_t,13,policy_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,14,renewal_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,15,category_details,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,16,speciality_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,17,procedure_details,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,18,procedure_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,19,case_type,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,20,status_id_pk,integer,,32,0,YES,,,
dmart_mp,claim_paid_t,21,case_status,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,22,hospital_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,23,hospital_name,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,24,hosp_district_name,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,25,hosp_state_name,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,26,hospital_state_cd,smallint,,16,0,YES,,,
dmart_mp,claim_paid_t,27,hospital_district_cd,smallint,,16,0,YES,,,
dmart_mp,claim_paid_t,28,hosp_pan_number,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,29,hospital_type,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,30,admission_dt,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,31,preauth_init_date,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,32,amount_preauth_initiated,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,33,preauth_approved_date,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,34,amount_preauth_approved,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,35,preauth_rejected_date,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,36,surgery_dt,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,37,death_dt,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,38,discharge_dt,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,39,claim_init_date,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,40,amount_claim_initiated,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,41,amount_claim_approved,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,42,amount_claim_paid,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,43,claim_rejected_date,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,44,rf_amount,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,45,tds_amount,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,46,utr_no,character varying,50,,,YES,,,
dmart_mp,claim_paid_t,47,payment_paid_dt,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,48,transaction_amount,numeric,,18,0,YES,,,
dmart_mp,claim_paid_t,49,cpd_approved_date,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,50,cpd_approved_amount,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,51,cpd_user,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,52,aco_approved_date,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,53,aco_approved_amount,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,54,aco_user,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,55,sha_approved_date,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,56,sha_approved_amount,numeric,,15,2,YES,,,
dmart_mp,claim_paid_t,57,sha_user,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,58,json_object_perauth,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,59,json_object_claim,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,60,json_object_ben,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,61,last_insert_dt,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,62,src_account_no,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,63,src_ifsc_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,64,paid_flag,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,65,hosp_account_number,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,66,ben_ifsc_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,67,current_workflow_role,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,68,current_workflow_user,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,69,service_request_type,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,70,m_flag,integer,,32,0,YES,,,
dmart_mp,claim_paid_t,71,careplan_desc,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,72,discharge_type,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,73,admission_type,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t,74,claim_approved_date,timestamp without time zone,,,,YES,,,
dmart_mp,claim_paid_t,75,preauth_tat,bigint,,64,0,YES,,,
dmart_mp,claim_paid_t,76,claim_tat,bigint,,64,0,YES,,,
dmart_mp,claim_paid_t,77,payment_tat,bigint,,64,0,YES,,,
dmart_mp,claim_paid_t,78,patient_mobile_number,character varying,50,,,YES,,,
dmart_mp,claim_paid_t_portability,1,registration_id,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,2,case_id,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,3,member_id,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,4,family_id,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,5,patient_name,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,6,patient_dob,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,7,patient_state_code,smallint,,16,0,YES,,,
dmart_mp,claim_paid_t_portability,8,patient_district_code,smallint,,16,0,YES,,,
dmart_mp,claim_paid_t_portability,9,patient_district_name,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,10,patient_state_name,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,11,gender,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,12,age,numeric,,18,0,YES,,,
dmart_mp,claim_paid_t_portability,13,policy_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,14,renewal_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,15,category_details,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,16,speciality_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,17,procedure_details,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,18,procedure_code,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,19,case_type,character varying,65535,,,YES,,,
dmart_mp,claim_paid_t_portability,20,status_id_pk,integer,,32,0,YES,,,
